Name EN,States Names,Region,Category,Danger,Danger list,Date inscribed,Coordinates
"Bauhaus and its Sites in Weimar, Dessau and Bernau",Germany,Europe and North America,Cultural,False,,1996,"50.9747777778, 11.3295"
Berlin Modernism Housing Estates,Germany,Europe and North America,Cultural,False,,2008,"52.4483333333, 13.45"
Archaeological Border complex of Hedeby and the Danevirke,Germany,Europe and North America,Cultural,False,,2018,"54.4619444444, 9.4541111111"
Fagus Factory in Alfeld,Germany,Europe and North America,Cultural,False,,2011,"51.9838888889, 9.8122222222"
Frontiers of the Roman Empire,"United Kingdom of Great Britain and Northern Ireland,Germany",Europe and North America,Cultural,False,,1987,"54.9926111111, -2.601"
Historic Centres of Stralsund and Wismar,Germany,Europe and North America,Cultural,False,,2002,"54.3025, 13.08527778"
Monastic Island of Reichenau,Germany,Europe and North America,Cultural,False,,2000,"47.69872222, 9.061305556"
Naumburg Cathedral,Germany,Europe and North America,Cultural,False,,2018,"51.1548055556, 11.804"
Palaces and Parks of Potsdam and Berlin,Germany,Europe and North America,Cultural,False,,1990,"52.4, 13.03333333"
"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",Germany,Europe and North America,Cultural,False,,1986,"49.75, 6.633333333"
Speicherstadt and Kontorhaus District with Chilehaus,Germany,Europe and North America,Cultural,False,,2015,"53.5455555556, 9.9994444444"
"The Palaces of King Ludwig II of Bavaria: Neuschwanstein, Linderhof, Schachen and Herrenchiemsee",Germany,Europe and North America,Cultural,False,,2025,"47.5575, 10.7494444444"
St Mary's Cathedral and St Michael's Church at Hildesheim,Germany,Europe and North America,Cultural,False,,1985,"52.15278, 9.94389"
Wartburg Castle,Germany,Europe and North America,Cultural,False,,1999,"50.96677778, 10.307"
Zollverein Coal Mine Industrial Complex in Essen,Germany,Europe and North America,Cultural,False,,2001,"51.49138889, 7.046111111"
Archaeological Sites of Mycenae and Tiryns,Greece,Europe and North America,Cultural,False,,1999,"37.73333333, 22.75"
Meteora,Greece,Europe and North America,Mixed,False,,1988,"39.71667, 21.63333"
Medieval City of Rhodes,Greece,Europe and North America,Cultural,False,,1988,"36.44722, 28.22778"
"National History Park – Citadel, Sans Souci, Ramiers",Haiti,Latin America and the Caribbean,Cultural,False,,1982,"19.573025, -72.234268"
Maya Site of Copan,Honduras,Latin America and the Caribbean,Cultural,False,,1980,"14.85, -89.13333"
Tokaj Wine Region Historic Cultural Landscape,Hungary,Europe and North America,Cultural,False,,2002,"48.15, 21.35"
Vatnajökull National Park - Dynamic Nature of Fire and Ice,Iceland,Europe and North America,Natural,False,,2019,"64.577363, -16.8815404444"
Agra Fort,India,Asia and the Pacific,Cultural,False,,1983,"27.179806, 78.021528"
Elephanta Caves,India,Asia and the Pacific,Cultural,False,,1987,"18.96667, 72.93583"
Group of Monuments at Mahabalipuram,India,Asia and the Pacific,Cultural,False,,1984,"12.61667, 80.19167"
"Jaipur City, Rajasthan",India,Asia and the Pacific,Cultural,False,,2019,"26.9242777778, 75.8218611111"
Moidams – the Mound-Burial System of the Ahom Dynasty,India,Asia and the Pacific,Cultural,False,,2024,"26.9411747222, 94.87635"
"Qutb Minar and its Monuments, Delhi",India,Asia and the Pacific,Cultural,False,,1993,"28.52583, 77.18528"
Santiniketan,India,Asia and the Pacific,Cultural,False,,2023,"23.6802777778, 87.6849722222"
Sacred Ensembles of the Hoysalas,India,Asia and the Pacific,Cultural,False,,2023,"13.2124527778, 75.9940722222"
Sundarbans National Park,India,Asia and the Pacific,Natural,False,,1987,"21.945, 88.89583333"
"The Jantar Mantar, Jaipur",India,Asia and the Pacific,Cultural,False,,2010,"26.9247222222, 75.825"
Western Ghats,India,Asia and the Pacific,Natural,False,,2012,"8.5297222222, 77.2497222222"
The Cosmological Axis of Yogyakarta and its Historic Landmarks,Indonesia,Asia and the Pacific,Cultural,False,,2023,"-7.8013888889, 110.3647777778"
Sangiran Early Man Site,Indonesia,Asia and the Pacific,Cultural,False,,1996,"-7.4, 110.8166667"
Val d'Orcia,Italy,Europe and North America,Cultural,False,,2004,"43.06666667, 11.55"
Bisotun,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2006,"34.3883333333, 47.4366666666"
Bam and its Cultural Landscape,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2004,"29.11683, 58.3666666667"
Cultural Landscape of Maymand,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2015,"30.1680555556, 55.3755555556"
Golestan Palace,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2013,"35.6803666667, 51.4205111111"
Hegmataneh,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2024,"34.8023888889, 48.5166861111"
Masjed-e Jāmé of Isfahan,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2012,"32.6697222222, 51.6852777778"
"Meidan Emam, Esfahan",Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,1979,"32.65745, 51.6777777777"
Prehistoric Sites of the Khorramabad Valley,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2025,"33.4921083333, 48.3455722222"
Shahr-i Sokhta,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2014,"30.5938888889, 61.3277777778"
Soltaniyeh,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2005,"36.43528, 48.79667"
The Persian Garden,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2011,"30.1666666667, 53.1666666667"
The Persian Qanat,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2016,"34.29, 58.6544444444"
Ashur (Qal'at Sherqat),Iraq,Arab States,Cultural,True,Y 2003,2003,"35.4566666667, 43.2611111111"
Sceilg Mhichíl,Ireland,Europe and North America,Cultural,False,,1996,"51.77194, -10.53861"
<I>Sacri Monti</I> of Piedmont and Lombardy,Italy,Europe and North America,Cultural,False,,2003,"45.97455556, 9.169555556"
"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",Italy,Europe and North America,Cultural,False,,1997,"40.75, 14.48333333"
City of Verona,Italy,Europe and North America,Cultural,False,,2000,"45.43861111, 10.99388889"
Church and Dominican Convent of Santa Maria delle Grazie with “The Last Supper” by Leonardo da Vinci,Italy,Europe and North America,Cultural,False,,1980,"45.466, 9.171"
"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula",Italy,Europe and North America,Cultural,False,,1998,"40.28333333, 15.26666667"
Etruscan Necropolises of Cerveteri and Tarquinia,Italy,Europe and North America,Cultural,False,,2004,"42.00683333, 12.10188889"
Crespi d'Adda,Italy,Europe and North America,Cultural,False,,1995,"45.59333, 9.53833"
Historic Centre of San Gimignano,Italy,Europe and North America,Cultural,False,,1990,"43.46806, 11.04167"
Historic Centre of Naples,Italy,Europe and North America,Cultural,False,,1995,"40.85138889, 14.26277778"
Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>,Italy,Europe and North America,Cultural,False,,2006,"44.412, 8.93"
Isole Eolie (Aeolian Islands),Italy,Europe and North America,Natural,False,,2000,"38.48786111, 14.94558333"
"Ivrea, industrial city of the 20th century",Italy,Europe and North America,Cultural,False,,2018,"45.4575, 7.8691666667"
Mantua and Sabbioneta,Italy,Europe and North America,Cultural,False,,2008,"45.1594444444, 10.7944444444"
Mount Etna,Italy,Europe and North America,Natural,False,,2013,"37.7561111111, 14.9966666667"
"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",Italy,Europe and North America,Cultural,False,,1997,"44.10694, 9.72917"
"Piazza del Duomo, Pisa",Italy,Europe and North America,Cultural,False,,1987,"43.72305556, 10.39638889"
Rock Drawings in Valcamonica,Italy,Europe and North America,Cultural,False,,1979,"45.95705556, 10.29733333"
The <I>Trulli</I> of Alberobello,Italy,Europe and North America,Cultural,False,,1996,"40.7825, 17.23694"
Venice and its Lagoon,Italy,Europe and North America,Cultural,False,,1987,"45.43430556, 12.33894444"
The Archaeological Ensemble of 17th Century Port Royal,Jamaica,Latin America and the Caribbean,Cultural,False,,2025,"17.9386138889, -76.8433777778"
Buddhist Monuments in the Horyu-ji Area,Japan,Asia and the Pacific,Cultural,False,,1993,"34.61666667, 135.7333333"
Hiroshima Peace Memorial (Genbaku Dome),Japan,Asia and the Pacific,Cultural,False,,1996,"34.395556, 132.453611"
Itsukushima Shinto Shrine,Japan,Asia and the Pacific,Cultural,False,,1996,"34.29441667, 132.3246389"
Historic Monuments of Ancient Nara,Japan,Asia and the Pacific,Cultural,False,,1998,"34.67555556, 135.8394444"
Jomon Prehistoric Sites in Northern Japan,Japan,Asia and the Pacific,Cultural,False,,2021,"41.0655555556, 140.5522222222"
Sacred Island of Okinoshima and Associated Sites in the Munakata Region,Japan,Asia and the Pacific,Cultural,False,,2017,"34.245, 130.1055555556"
Ogasawara Islands,Japan,Asia and the Pacific,Natural,False,,2011,"27.7183333333, 142.0997222222"
Mozu-Furuichi Kofun Group: Mounded Tombs of Ancient Japan,Japan,Asia and the Pacific,Cultural,False,,2019,"34.5622222222, 135.6094444444"
Shirakami-Sanchi,Japan,Asia and the Pacific,Natural,False,,1993,"40.4525, 140.1155555556"
Sado Island Gold Mines,Japan,Asia and the Pacific,Cultural,False,,2024,"38.0408333333, 138.2577777778"
Shiretoko,Japan,Asia and the Pacific,Natural,False,,2005,"43.94944, 144.96583"
Shrines and Temples of Nikko,Japan,Asia and the Pacific,Cultural,False,,1999,"36.7475, 139.6105556"
Tomioka Silk Mill and Related Sites,Japan,Asia and the Pacific,Cultural,False,,2014,"36.2552777778, 138.8877777778"
Yakushima,Japan,Asia and the Pacific,Natural,False,,1993,"30.315, 130.5086111111"
Old City of Jerusalem and its Walls,Jerusalem (Site proposed by Jordan),Arab States,Cultural,True,Y 1982,1981,"31.7777777778, 35.2316666667"
Cold Winter Deserts of Turan,"Kazakhstan,Uzbekistan,Turkmenistan",Asia and the Pacific,Natural,False,,2023,"44.0258333333, 79.0341666667"
Lake Turkana National Parks,Kenya,Africa,Natural,True,Y 2018,1997,"3.051305556, 36.50366667"
Western Tien-Shan,"Kyrgyzstan,Kazakhstan,Uzbekistan",Asia and the Pacific,Natural,False,,2016,"43.7183333333, 68.6788888889"
Byblos,Lebanon,Arab States,Cultural,False,,1984,"34.11917, 35.6455555556"
Anjar,Lebanon,Arab States,Cultural,False,,1984,"33.7319444444, 35.9333333333"
Old town of Kuldīga,Latvia,Europe and North America,Cultural,False,,2023,"56.96775, 21.9715277778"
Archaeological Site of Cyrene,Libya,Arab States,Cultural,True,Y 2016,1982,"32.825, 21.85833"
Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),Lebanon,Arab States,Cultural,False,,1998,"34.2538888889, 36.9511111111"
Mount Mulanje Cultural Landscape,Malawi,Africa,Cultural,False,,2025,"-15.9116666667, 35.6580555556"
Archaeological Heritage of the Lenggong Valley,Malaysia,Asia and the Pacific,Cultural,False,,2012,"5.0679083333, 100.9723277778"
Tomb of Askia,Mali,Africa,Cultural,True,Y 2012,2004,"16.2898, -0.04456"
Megalithic Temples of Malta,Malta,Europe and North America,Cultural,False,,1980,"36.04908, 14.26947"
Banc d'Arguin National Park,Mauritania,Arab States,Natural,False,,1989,"20.23472, -16.10889"
"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",Mexico,Latin America and the Caribbean,Mixed,False,,2002,"18.0530277778, -89.7372833333"
Archaeological Monuments Zone of Xochicalco,Mexico,Latin America and the Caribbean,Cultural,False,,1999,"18.803972, -99.29639"
Camino Real de Tierra Adentro,Mexico,Latin America and the Caribbean,Cultural,False,,2010,"22.6080555556, -102.3791666667"
Aqueduct of Padre Tembleque Hydraulic System,Mexico,Latin America and the Caribbean,Cultural,False,,2015,"19.8352777778, -98.6625666667"
Historic Centre of Morelia,Mexico,Latin America and the Caribbean,Cultural,False,,1991,"19.700927, -101.190376"
Historic Fortified Town of Campeche,Mexico,Latin America and the Caribbean,Cultural,False,,1999,"19.84639, -90.53722"
Pre-Hispanic Town of Uxmal,Mexico,Latin America and the Caribbean,Cultural,False,,1996,"20.36166667, -89.77027778"
Whale Sanctuary of El Vizcaino,Mexico,Latin America and the Caribbean,Natural,False,,1993,"27.79222, -114.22778"
Petroglyphic Complexes of the Mongolian Altai,Mongolia,Asia and the Pacific,Cultural,False,,2011,"49.3338888889, 88.3952777778"
Landscapes of Dauria,"Mongolia,Russian Federation",Asia and the Pacific,Natural,False,,2017,"49.9302222222, 115.4254444444"
Orkhon Valley Cultural Landscape,Mongolia,Asia and the Pacific,Cultural,False,,2004,"47.479214, 102.678482"
Historic City of Meknes,Morocco,Arab States,Cultural,False,,1996,"33.88333, -5.55833"
Ksar of Ait-Ben-Haddou,Morocco,Arab States,Cultural,False,,1987,"31.04722, -7.12889"
Medina of Tétouan (formerly known as Titawin),Morocco,Arab States,Cultural,False,,1997,"35.57083, -5.36667"
Portuguese City of Mazagan (El Jadida),Morocco,Arab States,Cultural,False,,2004,"33.25667, -8.50194"
Namib Sand Sea,Namibia,Africa,Natural,False,,2013,"-24.8852777778, 15.4077777778"
Twyfelfontein or /Ui-//aes,Namibia,Africa,Cultural,False,,2007,"-20.597, 14.376"
Eisinga Planetarium in Franeker,Netherlands (Kingdom of the),Europe and North America,Cultural,False,,2023,"53.187375, 5.5437527778"
Van Nellefabriek,Netherlands (Kingdom of the),Europe and North America,Cultural,False,,2014,"51.9244444444, 4.4325"
New Zealand Sub-Antarctic Islands,New Zealand,Asia and the Pacific,Natural,False,,1998,"-50.75, 166.1044444"
Te Wahipounamu – South West New Zealand,New Zealand,Asia and the Pacific,Natural,False,,1990,"-45.03602778, 167.3196111"
Ruins of León Viejo,Nicaragua,Latin America and the Caribbean,Cultural,False,,2000,"12.40047, -86.616336"
Sukur Cultural Landscape,Nigeria,Africa,Cultural,False,,1999,"10.74056, 13.57194"
West Norwegian Fjords – Geirangerfjord and Nærøyfjord,Norway,Europe and North America,Natural,False,,2005,"62.11667, 7.16667"
Urnes Stave Church,Norway,Europe and North America,Cultural,False,,1979,"61.2982594908, 7.322678289"
Vegaøyan – The Vega Archipelago,Norway,Europe and North America,Cultural,False,,2004,"65.61667, 11.75"
Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,Pakistan,Asia and the Pacific,Cultural,False,,1980,"34.32083333, 71.94583333"
Rohtas Fort,Pakistan,Asia and the Pacific,Cultural,False,,1997,"32.9625, 73.58888889"
"Historical Monuments at Makli, Thatta",Pakistan,Asia and the Pacific,Cultural,False,,1981,"24.76666667, 67.9"
Taxila,Pakistan,Asia and the Pacific,Cultural,False,,1980,"33.77916667, 72.8875"
Fort and Shalamar Gardens in Lahore,Pakistan,Asia and the Pacific,Cultural,False,,1981,"31.59027778, 74.30972222"
Coiba National Park and its Special Zone of Marine Protection,Panama,Latin America and the Caribbean,Natural,False,,2005,"7.433, -81.766"
Darien National Park,Panama,Latin America and the Caribbean,Natural,False,,1981,"7.736111111, -77.54722222"
Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,Paraguay,Latin America and the Caribbean,Cultural,False,,1993,"-27.131613, -55.702672"
Chan Chan Archaeological Zone,Peru,Latin America and the Caribbean,Cultural,True,Y 1986,1986,"-8.107836, -79.074737"
Huascarán National Park,Peru,Latin America and the Caribbean,Natural,False,,1985,"-9.33333, -77.4"
Manú National Park,Peru,Latin America and the Caribbean,Natural,False,,1987,"-12.25, -71.75"
Río Abiseo National Park,Peru,Latin America and the Caribbean,Mixed,False,,1990,"-7.75, -77.25"
Historic City of Vigan,Philippines,Asia and the Pacific,Cultural,False,,1999,"17.575, 120.3875"
Rice Terraces of the Philippine Cordilleras,Philippines,Asia and the Pacific,Cultural,False,,1995,"16.93389, 121.13667"
Churches of Peace in Jawor and Świdnica,Poland,Europe and North America,Cultural,False,,2001,"51.05427778, 16.19594444"
Historic Centre of Warsaw,Poland,Europe and North America,Cultural,False,,1980,"52.25, 21.013"
Centennial Hall in Wrocław,Poland,Europe and North America,Cultural,False,,2006,"51.1069472222, 17.0770138888"
Historic Centre of Kraków,Poland,Europe and North America,Cultural,False,,1978,"50.0613888889, 19.9372222222"
Medieval Town of Toruń,Poland,Europe and North America,Cultural,False,,1997,"53.0105555556, 18.6041666667"
Lamu Old Town,Kenya,Africa,Cultural,False,,2001,"-2.284444444, 40.8525"
The Historic Town and Archaeological Site of Gedi,Kenya,Africa,Cultural,False,,2024,"-3.3102638889, 40.0172638889"
Sulaiman-Too Sacred Mountain,Kyrgyzstan,Asia and the Pacific,Cultural,False,,2009,"40.5311111111, 72.7827777778"
Town of Luang Prabang,Lao People's Democratic Republic,Asia and the Pacific,Cultural,False,,1995,"19.88889, 102.13333"
Phong Nha-Ke Bang National Park and Hin Nam No National Park,"Viet Nam,Lao People's Democratic Republic",Asia and the Pacific,Natural,False,,2003,"17.4275555556, 105.9052777778"
Baalbek,Lebanon,Arab States,Cultural,False,,1984,"34.0066666667, 36.2041666667"
Curonian Spit,"Lithuania,Russian Federation",Europe and North America,Cultural,False,,2000,"55.27458, 20.96239"
Rock-Art Sites of Tadrart Acacus,Libya,Arab States,Cultural,True,Y 2016,1985,"24.83333, 10.33333"
Vilnius Historic Centre,Lithuania,Europe and North America,Cultural,False,,1994,"54.68667, 25.29306"
Krzemionki Prehistoric Striped Flint Mining Region,Poland,Europe and North America,Cultural,False,,2019,"50.9679722222, 21.5023055556"
Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,Poland,Europe and North America,Cultural,False,,2017,"50.4426972222, 18.8512277778"
Wieliczka and Bochnia Royal Salt Mines,Poland,Europe and North America,Cultural,False,,1978,"49.9791666667, 20.0638888889"
Wooden Churches of Southern Małopolska,Poland,Europe and North America,Cultural,False,,2003,"49.75, 21.23333333"
Central Zone of the Town of Angra do Heroismo in the Azores,Portugal,Europe and North America,Cultural,False,,1983,"38.655, -27.22"
Alto Douro Wine Region,Portugal,Europe and North America,Cultural,False,,2001,"41.10166667, -7.798888889"
Historic Centre of Guimarães and Couros Zone,Portugal,Europe and North America,Cultural,False,,2001,"41.443, -8.2927777778"
Garrison Border Town of Elvas and its Fortifications,Portugal,Europe and North America,Cultural,False,,2012,"38.8806194444, -7.1633222222"
Cultural Landscape of Sintra,Portugal,Europe and North America,Cultural,False,,1995,"38.78333, -9.41667"
Laurisilva of Madeira,Portugal,Europe and North America,Natural,False,,1999,"32.76666667, -17.0"
Monastery of Batalha,Portugal,Europe and North America,Cultural,False,,1983,"39.65778, -8.82694"
Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,"Spain,Portugal",Europe and North America,Cultural,False,,1998,"40.6975, -6.6611111111"
Al Zubarah Archaeological Site,Qatar,Arab States,Cultural,False,,2013,"25.9780555556, 51.0297222222"
"Haeinsa Temple Janggyeong Panjeon, the Depositories for the <I>Tripitaka Koreana</I> Woodblocks",Republic of Korea,Asia and the Pacific,Cultural,False,,1995,"35.801672, 128.098711"
Gyeongju Historic Areas,Republic of Korea,Asia and the Pacific,Cultural,False,,2000,"35.78889, 129.22667"
Historic Villages of Korea: Hahoe and Yangdong,Republic of Korea,Asia and the Pacific,Cultural,False,,2010,"36.5391666667, 128.5166666667"
Namhansanseong,Republic of Korea,Asia and the Pacific,Cultural,False,,2014,"37.4788888889, 127.1811111111"
Churches of Moldavia,Romania,Europe and North America,Cultural,False,,1993,"47.7783333333, 25.7127777778"
Dacian Fortresses of the Orastie Mountains,Romania,Europe and North America,Cultural,False,,1999,"45.62305556, 23.31194444"
Danube Delta,Romania,Europe and North America,Natural,False,,1991,"45.08333, 29.5"
Frontiers of the Roman Empire – Dacia,Romania,Europe and North America,Cultural,False,,2024,"47.1807888889, 23.1594111111"
Astronomical Observatories of Kazan Federal University,Russian Federation,Europe and North America,Cultural,False,,2023,"55.7909083333, 49.1190972222"
Bolgar Historical and Archaeological Complex,Russian Federation,Europe and North America,Cultural,False,,2014,"54.9788888889, 49.0563888889"
Central Sikhote-Alin,Russian Federation,Europe and North America,Natural,False,,2001,"46.6833333333, 136.6611111111"
Ensemble of the Novodevichy Convent,Russian Federation,Europe and North America,Cultural,False,,2004,"55.72611111, 37.55508333"
Historic Monuments of Novgorod and Surroundings,Russian Federation,Europe and North America,Cultural,False,,1992,"58.53333, 31.28333"
Golden Mountains of Altai,Russian Federation,Europe and North America,Natural,False,,1998,"50.46666667, 86.0"
Historical Centre of the City of Yaroslavl,Russian Federation,Europe and North America,Cultural,False,,2005,"57.65278, 39.87611"
Historic Centre of Saint Petersburg and Related Groups of Monuments,Russian Federation,Europe and North America,Cultural,False,,1990,"59.95, 30.31833"
Natural System of Wrangel Island Reserve,Russian Federation,Europe and North America,Natural,False,,2004,"71.18888889, -179.7152778"
Lena Pillars Nature Park,Russian Federation,Europe and North America,Natural,False,,2012,"60.6666666667, 127.0"
"Kremlin and Red Square, Moscow",Russian Federation,Europe and North America,Cultural,False,,1990,"55.7540277778, 37.6204166667"
Volcanoes of Kamchatka,Russian Federation,Europe and North America,Natural,False,,1996,"56.33333333, 158.5"
Putorana Plateau,Russian Federation,Europe and North America,Natural,False,,2010,"69.0469444444, 94.1580555556"
‘Uruq Bani Ma’arid,Saudi Arabia,Arab States,Natural,False,,2023,"19.3638888889, 45.5983333333"
San Marino Historic Centre and Mount Titano,San Marino,Europe and North America,Cultural,False,,2008,"43.9327777778, 12.4519444444"
Rock Art in the Hail Region of Saudi Arabia,Saudi Arabia,Arab States,Cultural,False,,2015,"28.0105555556, 40.9130555556"
Island of Saint-Louis,Senegal,Africa,Cultural,False,,2000,"16.02778, -16.50444"
Stari Ras and Sopoćani,Serbia,Europe and North America,Cultural,False,,1979,"43.11889, 20.42278"
Bardejov Town Conservation Reserve,Slovakia,Europe and North America,Cultural,False,,2000,"49.2927777778, 21.2755555556"
Barberton Makhonjwa Mountains,South Africa,Africa,Natural,False,,2018,"-25.9738888889, 31.0138888889"
The works of Jože Plečnik in Ljubljana – Human Centred Urban Design,Slovenia,Europe and North America,Cultural,False,,2021,"46.0433333333, 14.5022222222"
Fossil Hominid Sites of South Africa,South Africa,Africa,Cultural,False,,1999,"-24.15861, 29.17694"
Robben Island,South Africa,Africa,Cultural,False,,1999,"-33.8, 18.36666667"
Mapungubwe Cultural Landscape,South Africa,Africa,Cultural,False,,2003,"-22.1925, 29.23889"
The Emergence of Modern Human Behaviour: The Pleistocene Occupation Sites of South Africa,South Africa,Africa,Cultural,False,,2024,"-32.3863888889, 18.4525"
ǂKhomani Cultural Landscape,South Africa,Africa,Cultural,False,,2017,"-25.6876111111, 20.3745833333"
Catalan Romanesque Churches of the Vall de Boí,Spain,Europe and North America,Cultural,False,,2000,"42.50472222, 0.803611111"
Cave of Altamira and Paleolithic Cave Art of Northern Spain,Spain,Europe and North America,Cultural,False,,1985,"43.38252778, -4.116166667"
Garajonay National Park,Spain,Europe and North America,Natural,False,,1986,"28.12625, -17.23722222"
Historic Walled Town of Cuenca,Spain,Europe and North America,Cultural,False,,1996,"40.07662, -2.13174"
Historic City of Toledo,Spain,Europe and North America,Cultural,False,,1986,"39.8569444444, -4.0244444444"
Renaissance Monumental Ensembles of Úbeda and Baeza,Spain,Europe and North America,Cultural,False,,2003,"38.01131, -3.37122"
Routes of Santiago de Compostela: <i>Camino Francés</i> and Routes of Northern Spain,Spain,Europe and North America,Cultural,False,,1993,"43.335, -6.4147222222"
Royal Monastery of Santa María de Guadalupe,Spain,Europe and North America,Cultural,False,,1993,"39.45285, -5.3275"
Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,Spain,Europe and North America,Cultural,False,,2019,"28.0443888889, -15.6611944444"
Teide National Park,Spain,Europe and North America,Natural,False,,2007,"28.2713888889, -16.6436111111"
Talayotic Menorca,Spain,Europe and North America,Cultural,False,,2023,"39.9975, 3.9088888889"
Santiago de Compostela (Old Town),Spain,Europe and North America,Cultural,False,,1985,"42.88076, -8.54468"
Tower of Hercules,Spain,Europe and North America,Cultural,False,,2009,"43.3858333333, -8.4063888889"
Proto-urban Site of Sarazm,Tajikistan,Asia and the Pacific,Cultural,False,,2010,"39.5078888889, 67.4587222222"
Vizcaya Bridge,Spain,Europe and North America,Cultural,False,,2006,"43.323175, -3.0168333333"
Works of Antoni Gaudí,Spain,Europe and North America,Cultural,False,,1984,"41.41338, 2.152972"
Ancient City of Sigiriya,Sri Lanka,Asia and the Pacific,Cultural,False,,1982,"7.95, 80.75"
Sacred City of Anuradhapura,Sri Lanka,Asia and the Pacific,Cultural,False,,1982,"8.333333333, 80.38333333"
Sacred City of Kandy,Sri Lanka,Asia and the Pacific,Cultural,False,,1988,"7.293611111, 80.64027778"
"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",State of Palestine,Arab States,Cultural,False,,2012,"31.7043527778, 35.2075"
Saint Hilarion Monastery/ Tell Umm Amer,State of Palestine,Arab States,Cultural,True,Y 2024,2024,"31.4473055556, 34.3663611111"
Archaeological Sites of the Island of Meroe,Sudan,Arab States,Cultural,False,,2011,"16.9333333333, 33.7166666667"
Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,Sudan,Arab States,Natural,False,,2016,"19.7361111111, 37.4430555556"
Agricultural Landscape of Southern Öland,Sweden,Europe and North America,Cultural,False,,2000,"56.325, 16.48333"
Birka and Hovgården,Sweden,Europe and North America,Cultural,False,,1993,"59.33514, 17.54264"
Skogskyrkogården,Sweden,Europe and North America,Cultural,False,,1994,"59.27556, 18.09944"
Ancient City of Aleppo,Syrian Arab Republic,Arab States,Cultural,True,Y 2013,1986,"36.1991666667, 37.1627777778"
Old City of Berne,Switzerland,Europe and North America,Cultural,False,,1983,"46.94806, 7.45028"
Cultural Heritage Sites of Ancient Khuttal,Tajikistan,Asia and the Pacific,Cultural,False,,2025,"37.7443936111, 69.2987127778"
Amphitheatre of El Jem,Tunisia,Arab States,Cultural,False,,1979,"35.29639, 10.70694"
Archaeological Site of Carthage,Tunisia,Arab States,Cultural,False,,1979,"36.85278, 10.32333"
Djerba: Testimony to a settlement pattern in an island territory,Tunisia,Arab States,Cultural,False,,2023,"33.7924194444, 11.0039583333"
Punic Town of Kerkuane and its Necropolis,Tunisia,Arab States,Cultural,False,,1985,"36.94639, 11.09917"
Medina of Tunis,Tunisia,Arab States,Cultural,False,,1979,"36.81667, 10.16667"
Great Mosque and Hospital of Divriği,Türkiye,Europe and North America,Cultural,False,,1985,"39.371271, 38.121826"
Göbekli Tepe,Türkiye,Europe and North America,Cultural,False,,2018,"37.2232419444, 38.9223638889"
Ancient City of Tauric Chersonese and its Chora,Ukraine,Europe and North America,Cultural,False,,2013,"44.6108333333, 33.4913888889"
Pergamon and its Multi-Layered Cultural Landscape,Türkiye,Europe and North America,Cultural,False,,2014,"39.1258333333, 27.18"
Historic Areas of Istanbul,Türkiye,Europe and North America,Cultural,False,,1985,"41.00847, 28.97993"
State Historical and Cultural Park “Ancient Merv”,Turkmenistan,Asia and the Pacific,Cultural,False,,1999,"37.70083, 62.1775"
Bwindi Impenetrable National Park,Uganda,Africa,Natural,False,,1994,"-1.047, 29.692"
Rwenzori Mountains National Park,Uganda,Africa,Natural,False,,1994,"0.223611111, 29.92416667"
Tombs of Buganda Kings at Kasubi,Uganda,Africa,Cultural,False,,2001,"0.348611111, 32.55138889"
Faya Palaeolandscape,United Arab Emirates,Arab States,Cultural,False,,2025,"25.0828055556, 55.8065833333"
Dorset and East Devon Coast,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Natural,False,,2001,"50.70555556, -2.989888889"
Derwent Valley Mills,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,False,,2001,"53.02888889, -1.488055556"
